accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
85.37713913690476,1755124073,checkpoint_000000,True,False,1,f0e11_00070,2025-08-13_18-27-53,63.32184100151062,63.32184100151062,29084,Maderfoker,127.0.0.1,63.32184100151062,1
