accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
85.7641527355623,1755089647,,False,1,84f1a_00023,2025-08-13_08-54-07,0.76792311668396,0.76792311668396,21712,Maderfoker,127.0.0.1,0.76792311668396,1
86.92652925531915,1755089647,,False,2,84f1a_00023,2025-08-13_08-54-07,0.5589728355407715,1.3268959522247314,21712,Maderfoker,127.0.0.1,1.3268959522247314,2
87.46912993920972,1755089648,,False,3,84f1a_00023,2025-08-13_08-54-08,0.5500400066375732,1.8769359588623047,21712,Maderfoker,127.0.0.1,1.8769359588623047,3
88.46172112462007,1755089648,,False,4,84f1a_00023,2025-08-13_08-54-08,0.5657100677490234,2.442646026611328,21712,Maderfoker,127.0.0.1,2.442646026611328,4
88.7692344224924,1755089649,,False,5,84f1a_00023,2025-08-13_08-54-09,0.5500099658966064,2.9926559925079346,21712,Maderfoker,127.0.0.1,2.9926559925079346,5
88.8452222644377,1755089650,,False,6,84f1a_00023,2025-08-13_08-54-10,0.6059136390686035,3.598569631576538,21712,Maderfoker,127.0.0.1,3.598569631576538,6
89.01025835866263,1755089650,,False,7,84f1a_00023,2025-08-13_08-54-10,0.5297396183013916,4.12830924987793,21712,Maderfoker,127.0.0.1,4.12830924987793,7
88.97463905775075,1755089651,,False,8,84f1a_00023,2025-08-13_08-54-11,0.5333681106567383,4.661677360534668,21712,Maderfoker,127.0.0.1,4.661677360534668,8
88.05209916413374,1755089651,,False,9,84f1a_00023,2025-08-13_08-54-11,0.5319347381591797,5.193612098693848,21712,Maderfoker,127.0.0.1,5.193612098693848,9
88.10077887537993,1755089652,,False,10,84f1a_00023,2025-08-13_08-54-12,0.5398087501525879,5.7334208488464355,21712,Maderfoker,127.0.0.1,5.7334208488464355,10
88.5483947568389,1755089652,,False,11,84f1a_00023,2025-08-13_08-54-12,0.5520758628845215,6.285496711730957,21712,Maderfoker,127.0.0.1,6.285496711730957,11
88.90696238601824,1755089653,,False,12,84f1a_00023,2025-08-13_08-54-13,0.545936107635498,6.831432819366455,21712,Maderfoker,127.0.0.1,6.831432819366455,12
