accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
89.47986421130952,1755123894,checkpoint_000000,True,False,1,f0e11_00067,2025-08-13_18-24-54,63.30098271369934,63.30098271369934,8664,Maderfoker,127.0.0.1,63.30098271369934,1
