accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
88.28938802083333,1755123297,checkpoint_000000,True,False,1,f0e11_00057,2025-08-13_18-14-57,64.7403736114502,64.7403736114502,11788,Maderfoker,127.0.0.1,64.7403736114502,1
