accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
85.64806951992755,1755094215,,False,1,8388b_00052,2025-08-13_10-10-15,1.2905025482177734,1.2905025482177734,33832,Maderfoker,127.0.0.1,1.2905025482177734,1
85.89433310688406,1755094216,,False,2,8388b_00052,2025-08-13_10-10-16,0.36980724334716797,1.6603097915649414,33832,Maderfoker,127.0.0.1,1.6603097915649414,2
85.98809725996377,1755094216,,False,3,8388b_00052,2025-08-13_10-10-16,0.29989147186279297,1.9602012634277344,33832,Maderfoker,127.0.0.1,1.9602012634277344,3
86.90592447916667,1755094216,,False,4,8388b_00052,2025-08-13_10-10-16,0.3778226375579834,2.3380239009857178,33832,Maderfoker,127.0.0.1,2.3380239009857178,4
87.353515625,1755094217,,False,5,8388b_00052,2025-08-13_10-10-17,0.3702235221862793,2.708247423171997,33832,Maderfoker,127.0.0.1,2.708247423171997,5
88.41535043025362,1755094217,,False,6,8388b_00052,2025-08-13_10-10-17,0.3196141719818115,3.0278615951538086,33832,Maderfoker,127.0.0.1,3.0278615951538086,6
88.64498414855073,1755094217,,False,7,8388b_00052,2025-08-13_10-10-17,0.3842630386352539,3.4121246337890625,33832,Maderfoker,127.0.0.1,3.4121246337890625,7
89.46833956068839,1755094218,,False,8,8388b_00052,2025-08-13_10-10-18,0.3183248043060303,3.7304494380950928,33832,Maderfoker,127.0.0.1,3.7304494380950928,8
89.30699445199275,1755094218,,False,9,8388b_00052,2025-08-13_10-10-18,0.36966562271118164,4.100115060806274,33832,Maderfoker,127.0.0.1,4.100115060806274,9
89.73795572916667,1755094218,,False,10,8388b_00052,2025-08-13_10-10-18,0.30919480323791504,4.4093098640441895,33832,Maderfoker,127.0.0.1,4.4093098640441895,10
89.90390058876812,1755094219,,False,11,8388b_00052,2025-08-13_10-10-19,0.3702547550201416,4.779564619064331,33832,Maderfoker,127.0.0.1,4.779564619064331,11
89.88727072010869,1755094219,,False,12,8388b_00052,2025-08-13_10-10-19,0.3693203926086426,5.148885011672974,33832,Maderfoker,127.0.0.1,5.148885011672974,12
89.8688717164855,1755094219,,False,13,8388b_00052,2025-08-13_10-10-19,0.320420503616333,5.469305515289307,33832,Maderfoker,127.0.0.1,5.469305515289307,13
89.0097797780797,1755094220,,False,14,8388b_00052,2025-08-13_10-10-20,0.3838200569152832,5.85312557220459,33832,Maderfoker,127.0.0.1,5.85312557220459,14
88.89832427536231,1755094220,,False,15,8388b_00052,2025-08-13_10-10-20,0.36069607734680176,6.213821649551392,33832,Maderfoker,127.0.0.1,6.213821649551392,15
88.28549592391305,1755094221,,False,16,8388b_00052,2025-08-13_10-10-21,0.4601912498474121,6.674012899398804,33832,Maderfoker,127.0.0.1,6.674012899398804,16
87.78376924818839,1755094222,,False,17,8388b_00052,2025-08-13_10-10-22,0.9441738128662109,7.618186712265015,33832,Maderfoker,127.0.0.1,7.618186712265015,17
87.84922724184783,1755094222,,False,18,8388b_00052,2025-08-13_10-10-22,0.7784457206726074,8.396632432937622,33832,Maderfoker,127.0.0.1,8.396632432937622,18
87.10406759510869,1755094223,,False,19,8388b_00052,2025-08-13_10-10-23,0.8051233291625977,9.20175576210022,33832,Maderfoker,127.0.0.1,9.20175576210022,19
86.99508888134058,1755094224,,True,20,8388b_00052,2025-08-13_10-10-24,0.803170919418335,10.004926681518555,33832,Maderfoker,127.0.0.1,10.004926681518555,20
