accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
86.71627321105073,1755123162,checkpoint_000000,True,False,1,f0e11_00055,2025-08-13_18-12-42,56.49962401390076,56.49962401390076,21464,Maderfoker,127.0.0.1,56.49962401390076,1
