accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
85.6643455615942,1755093662,,False,1,8388b_00013,2025-08-13_10-01-02,1.330312967300415,1.330312967300415,32420,Maderfoker,127.0.0.1,1.330312967300415,1
85.0189651268116,1755093662,,False,2,8388b_00013,2025-08-13_10-01-02,0.35973477363586426,1.6900477409362793,32420,Maderfoker,127.0.0.1,1.6900477409362793,2
85.88194916213769,1755093663,,False,3,8388b_00013,2025-08-13_10-01-03,0.2937641143798828,1.983811855316162,32420,Maderfoker,127.0.0.1,1.983811855316162,3
85.87345731431161,1755093663,,False,4,8388b_00013,2025-08-13_10-01-03,0.3563060760498047,2.340117931365967,32420,Maderfoker,127.0.0.1,2.340117931365967,4
87.15997225996377,1755093663,,False,5,8388b_00013,2025-08-13_10-01-03,0.35631489753723145,2.6964328289031982,32420,Maderfoker,127.0.0.1,2.6964328289031982,5
87.76678555253623,1755093664,,False,6,8388b_00013,2025-08-13_10-01-04,0.3237335681915283,3.0201663970947266,32420,Maderfoker,127.0.0.1,3.0201663970947266,6
88.96448992300725,1755093664,,False,7,8388b_00013,2025-08-13_10-01-04,0.36184263229370117,3.3820090293884277,32420,Maderfoker,127.0.0.1,3.3820090293884277,7
89.29708729619564,1755093664,,False,8,8388b_00013,2025-08-13_10-01-04,0.317108154296875,3.6991171836853027,32420,Maderfoker,127.0.0.1,3.6991171836853027,8
89.29496433423913,1755093665,,False,9,8388b_00013,2025-08-13_10-01-05,0.3988826274871826,4.097999811172485,32420,Maderfoker,127.0.0.1,4.097999811172485,9
89.30557914402173,1755093665,,True,10,8388b_00013,2025-08-13_10-01-05,0.3000059127807617,4.398005723953247,32420,Maderfoker,127.0.0.1,4.398005723953247,10
