accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
84.94996886322464,1755094257,,False,1,8388b_00056,2025-08-13_10-10-57,1.316035509109497,1.316035509109497,16288,Maderfoker,127.0.0.1,1.316035509109497,1
87.10512907608695,1755094257,,False,2,8388b_00056,2025-08-13_10-10-57,0.36977148056030273,1.6858069896697998,16288,Maderfoker,127.0.0.1,1.6858069896697998,2
87.95077558876812,1755094257,,False,3,8388b_00056,2025-08-13_10-10-57,0.31000852584838867,1.9958155155181885,16288,Maderfoker,127.0.0.1,1.9958155155181885,3
88.1354732789855,1755094258,,False,4,8388b_00056,2025-08-13_10-10-58,0.3652923107147217,2.36110782623291,16288,Maderfoker,127.0.0.1,2.36110782623291,4
88.33680083786231,1755094258,,False,5,8388b_00056,2025-08-13_10-10-58,0.36673665046691895,2.727844476699829,16288,Maderfoker,127.0.0.1,2.727844476699829,5
88.72742583786231,1755094258,,False,6,8388b_00056,2025-08-13_10-10-58,0.29691457748413086,3.02475905418396,16288,Maderfoker,127.0.0.1,3.02475905418396,6
89.02676347373188,1755094259,,False,7,8388b_00056,2025-08-13_10-10-59,0.37020134925842285,3.394960403442383,16288,Maderfoker,127.0.0.1,3.394960403442383,7
89.26948879076087,1755094259,,False,8,8388b_00056,2025-08-13_10-10-59,0.29033422470092773,3.6852946281433105,16288,Maderfoker,127.0.0.1,3.6852946281433105,8
89.31937839673913,1755094259,,False,9,8388b_00056,2025-08-13_10-10-59,0.36008763313293457,4.045382261276245,16288,Maderfoker,127.0.0.1,4.045382261276245,9
89.34803838315217,1755094260,,False,10,8388b_00056,2025-08-13_10-11-00,0.32952880859375,4.374911069869995,16288,Maderfoker,127.0.0.1,4.374911069869995,10
89.39686650815217,1755094260,,False,11,8388b_00056,2025-08-13_10-11-00,0.38042330741882324,4.755334377288818,16288,Maderfoker,127.0.0.1,4.755334377288818,11
89.30876358695652,1755094260,,False,12,8388b_00056,2025-08-13_10-11-00,0.3632338047027588,5.118568181991577,16288,Maderfoker,127.0.0.1,5.118568181991577,12
89.1852779664855,1755094261,,False,13,8388b_00056,2025-08-13_10-11-01,0.32659411430358887,5.445162296295166,16288,Maderfoker,127.0.0.1,5.445162296295166,13
89.08266813858695,1755094261,,False,14,8388b_00056,2025-08-13_10-11-01,0.4700808525085449,5.915243148803711,16288,Maderfoker,127.0.0.1,5.915243148803711,14
88.77519248188406,1755094262,,False,15,8388b_00056,2025-08-13_10-11-02,0.4160645008087158,6.331307649612427,16288,Maderfoker,127.0.0.1,6.331307649612427,15
89.1357421875,1755094262,,False,16,8388b_00056,2025-08-13_10-11-02,0.7197747230529785,7.051082372665405,16288,Maderfoker,127.0.0.1,7.051082372665405,16
88.63543081974638,1755094263,,False,17,8388b_00056,2025-08-13_10-11-03,0.7998499870300293,7.850932359695435,16288,Maderfoker,127.0.0.1,7.850932359695435,17
88.45816349637681,1755094264,,False,18,8388b_00056,2025-08-13_10-11-04,0.6717731952667236,8.522705554962158,16288,Maderfoker,127.0.0.1,8.522705554962158,18
88.35979959239131,1755094265,,False,19,8388b_00056,2025-08-13_10-11-05,0.7701647281646729,9.292870283126831,16288,Maderfoker,127.0.0.1,9.292870283126831,19
