accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
90.89239211309524,1755106448,checkpoint_000000,True,False,1,f0e11_00009,2025-08-13_13-34-08,34.69326949119568,34.69326949119568,5464,Maderfoker,127.0.0.1,34.69326949119568,1
