accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
72.44931175595238,1755090262,,False,1,84f1a_00056,2025-08-13_09-04-22,0.5475220680236816,0.5475220680236816,25672,Maderfoker,127.0.0.1,0.5475220680236816,1
75.37202380952381,1755090262,,False,2,84f1a_00056,2025-08-13_09-04-22,0.3783745765686035,0.9258966445922852,25672,Maderfoker,127.0.0.1,0.9258966445922852,2
62.754603794642854,1755090262,,False,3,84f1a_00056,2025-08-13_09-04-22,0.36434268951416016,1.2902393341064453,25672,Maderfoker,127.0.0.1,1.2902393341064453,3
70.31133742559524,1755090263,,False,4,84f1a_00056,2025-08-13_09-04-23,0.3875305652618408,1.6777698993682861,25672,Maderfoker,127.0.0.1,1.6777698993682861,4
76.39392671130952,1755090263,,False,5,84f1a_00056,2025-08-13_09-04-23,0.4323885440826416,2.1101584434509277,25672,Maderfoker,127.0.0.1,2.1101584434509277,5
78.60049293154762,1755090264,,False,6,84f1a_00056,2025-08-13_09-04-24,0.3800933361053467,2.4902517795562744,25672,Maderfoker,127.0.0.1,2.4902517795562744,6
79.21433221726191,1755090264,,False,7,84f1a_00056,2025-08-13_09-04-24,0.3704488277435303,2.8607006072998047,25672,Maderfoker,127.0.0.1,2.8607006072998047,7
80.26064918154762,1755090264,,False,8,84f1a_00056,2025-08-13_09-04-24,0.3874812126159668,3.2481818199157715,25672,Maderfoker,127.0.0.1,3.2481818199157715,8
85.00162760416667,1755090265,,False,9,84f1a_00056,2025-08-13_09-04-25,0.4488070011138916,3.696988821029663,25672,Maderfoker,127.0.0.1,3.696988821029663,9
86.27697172619048,1755090265,,False,10,84f1a_00056,2025-08-13_09-04-25,0.3869919776916504,4.0839807987213135,25672,Maderfoker,127.0.0.1,4.0839807987213135,10
86.65015811011904,1755090266,,False,11,84f1a_00056,2025-08-13_09-04-26,0.389232873916626,4.4732136726379395,25672,Maderfoker,127.0.0.1,4.4732136726379395,11
86.31649925595237,1755090266,,False,12,84f1a_00056,2025-08-13_09-04-26,0.3901336193084717,4.863347291946411,25672,Maderfoker,127.0.0.1,4.863347291946411,12
82.75553385416667,1755090266,,False,13,84f1a_00056,2025-08-13_09-04-26,0.3858301639556885,5.2491774559021,25672,Maderfoker,127.0.0.1,5.2491774559021,13
83.32984561011905,1755090267,,False,14,84f1a_00056,2025-08-13_09-04-27,0.44284844398498535,5.692025899887085,25672,Maderfoker,127.0.0.1,5.692025899887085,14
79.68982514880952,1755090267,,False,15,84f1a_00056,2025-08-13_09-04-27,0.38927769660949707,6.081303596496582,25672,Maderfoker,127.0.0.1,6.081303596496582,15
77.13681175595238,1755090268,,False,16,84f1a_00056,2025-08-13_09-04-28,0.3920121192932129,6.473315715789795,25672,Maderfoker,127.0.0.1,6.473315715789795,16
77.25539434523809,1755090268,,False,17,84f1a_00056,2025-08-13_09-04-28,0.4073026180267334,6.880618333816528,25672,Maderfoker,127.0.0.1,6.880618333816528,17
77.83668154761905,1755090268,,False,18,84f1a_00056,2025-08-13_09-04-28,0.4045710563659668,7.285189390182495,25672,Maderfoker,127.0.0.1,7.285189390182495,18
78.84579613095238,1755090269,,False,19,84f1a_00056,2025-08-13_09-04-29,0.4639718532562256,7.749161243438721,25672,Maderfoker,127.0.0.1,7.749161243438721,19
72.15053013392857,1755090269,,True,20,84f1a_00056,2025-08-13_09-04-29,0.3995528221130371,8.148714065551758,25672,Maderfoker,127.0.0.1,8.148714065551758,20
