accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
78.86904761904762,1755089503,,False,1,84f1a_00014,2025-08-13_08-51-43,0.560161828994751,0.560161828994751,29908,Maderfoker,127.0.0.1,0.560161828994751,1
81.20233444940476,1755089504,,False,2,84f1a_00014,2025-08-13_08-51-44,0.39019322395324707,0.950355052947998,29908,Maderfoker,127.0.0.1,0.950355052947998,2
79.70261346726191,1755089504,,False,3,84f1a_00014,2025-08-13_08-51-44,0.38034701347351074,1.3307020664215088,29908,Maderfoker,127.0.0.1,1.3307020664215088,3
81.19768415178571,1755089504,,False,4,84f1a_00014,2025-08-13_08-51-44,0.38964033126831055,1.7203423976898193,29908,Maderfoker,127.0.0.1,1.7203423976898193,4
84.90048363095238,1755089505,,False,5,84f1a_00014,2025-08-13_08-51-45,0.44175004959106445,2.162092447280884,29908,Maderfoker,127.0.0.1,2.162092447280884,5
85.06789434523809,1755089505,,False,6,84f1a_00014,2025-08-13_08-51-45,0.36261892318725586,2.5247113704681396,29908,Maderfoker,127.0.0.1,2.5247113704681396,6
84.62844122023809,1755089506,,False,7,84f1a_00014,2025-08-13_08-51-46,0.3499581813812256,2.8746695518493652,29908,Maderfoker,127.0.0.1,2.8746695518493652,7
83.74604724702381,1755089506,,False,8,84f1a_00014,2025-08-13_08-51-46,0.3551328182220459,3.229802370071411,29908,Maderfoker,127.0.0.1,3.229802370071411,8
81.35114397321429,1755089506,,False,9,84f1a_00014,2025-08-13_08-51-46,0.41480183601379395,3.644604206085205,29908,Maderfoker,127.0.0.1,3.644604206085205,9
80.92215401785715,1755089507,,True,10,84f1a_00014,2025-08-13_08-51-47,0.3498842716217041,3.994488477706909,29908,Maderfoker,127.0.0.1,3.994488477706909,10
